date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:53:26	65590/65590	---M-Z	200	added ('OK')	text/html	etag:%2210036-664db14d-ec2f0d8e3bca4e9f;gz%22	https://eduport.webestica.com/rtl/about.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/about.html	(from https://eduport.webestica.com/rtl/)
09:53:26	36105/36105	---M-Z	200	added ('OK')	text/html	etag:%228d09-664db156-242c7fdf906665a1;gz%22	https://eduport.webestica.com/rtl/contact-us.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/contact-us.html	(from https://eduport.webestica.com/rtl/)
09:53:26	43984/43984	---M-Z	200	added ('OK')	text/html	etag:%22abd0-664db154-fe7aaa8d7525dad7;gz%22	https://eduport.webestica.com/rtl/blog-grid.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/blog-grid.html	(from https://eduport.webestica.com/rtl/)
09:53:27	41110/41110	---M-Z	200	added ('OK')	text/html	etag:%22a096-664db154-3bcb5bd04626c129;gz%22	https://eduport.webestica.com/rtl/blog-masonry.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/blog-masonry.html	(from https://eduport.webestica.com/rtl/)
09:53:27	47416/47416	---M-Z	200	added ('OK')	text/html	etag:%22b938-664db154-4a9430ae685487c8;gz%22	https://eduport.webestica.com/rtl/blog-detail.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/blog-detail.html	(from https://eduport.webestica.com/rtl/)
09:53:27	55878/55878	---M-Z	200	added ('OK')	text/html	etag:%22da46-664db16b-c47fc52b5dd22d72;gz%22	https://eduport.webestica.com/rtl/pricing.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/pricing.html	(from https://eduport.webestica.com/rtl/)
09:53:28	19606/19606	---M-Z	200	added ('OK')	text/html	etag:%224c96-664dac94-2eba275d328088e0;gz%22	https://eduport.webestica.com/rtl/docs/snippet-hero-13.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/docs/snippet-hero-13.html	(from https://eduport.webestica.com/rtl/)
09:53:28	51639/51639	---M-Z	200	added ('OK')	text/html	etag:%22c9b7-664db166-e7031637f4da66a7;gz%22	https://eduport.webestica.com/rtl/instructor-list.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-list.html	(from https://eduport.webestica.com/rtl/)
09:53:29	21645/21645	---M-Z	200	added ('OK')	text/html	etag:%22548d-664dac93-89af346f8acf687e;gz%22	https://eduport.webestica.com/rtl/docs/snippet-hero-12.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/docs/snippet-hero-12.html	(from https://eduport.webestica.com/rtl/)
09:53:29	55918/55918	---M-Z	200	added ('OK')	text/html	etag:%22da6e-664db16a-dcd8109b71746e86;gz%22	https://eduport.webestica.com/rtl/instructor-single.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-single.html	(from https://eduport.webestica.com/rtl/)
09:53:29	55025/55025	---M-Z	200	added ('OK')	text/html	etag:%22d6f1-664db153-396c40fd44430d6d;gz%22	https://eduport.webestica.com/rtl/become-instructor.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/become-instructor.html	(from https://eduport.webestica.com/rtl/)
09:53:29	43309/43309	---M-Z	200	added ('OK')	text/html	etag:%22a92d-664db14d-96e6f68b98c43e15;gz%22	https://eduport.webestica.com/rtl/abroad-single.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/abroad-single.html	(from https://eduport.webestica.com/rtl/)
09:53:30	43412/43412	---M-Z	200	added ('OK')	text/html	etag:%22a994-664db14c-f174b64bd99b07a0;gz%22	https://eduport.webestica.com/rtl/workshop-detail.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/workshop-detail.html	(from https://eduport.webestica.com/rtl/)
09:53:30	53183/53183	---M-Z	200	added ('OK')	text/html	etag:%22cfbf-664db15d-3a20627ba6456533;gz%22	https://eduport.webestica.com/rtl/event-detail.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/event-detail.html	(from https://eduport.webestica.com/rtl/)
09:53:30	50601/50601	---M-Z	200	added ('OK')	text/html	etag:%22c5a9-664db16c-df999af8c53c5dab;gz%22	https://eduport.webestica.com/rtl/shop.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/shop.html	(from https://eduport.webestica.com/rtl/)
09:53:31	56620/56620	---M-Z	200	added ('OK')	text/html	etag:%22dd2c-664db147-34b4581c80c981a2;gz%22	https://eduport.webestica.com/rtl/shop-product-detail.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/shop-product-detail.html	(from https://eduport.webestica.com/rtl/)
09:53:31	35671/35671	---M-Z	200	added ('OK')	text/html	etag:%228b57-664db155-386f32d9e73146b8;gz%22	https://eduport.webestica.com/rtl/cart.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/cart.html	(from https://eduport.webestica.com/rtl/)
09:53:31	48665/48665	---M-Z	200	added ('OK')	text/html	etag:%22be19-664db156-f743a0e27a7cf055;gz%22	https://eduport.webestica.com/rtl/checkout.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/checkout.html	(from https://eduport.webestica.com/rtl/)
09:53:32	31237/31237	---M-Z	200	added ('OK')	text/html	etag:%227a05-664db15c-69f62512c36a400e;gz%22	https://eduport.webestica.com/rtl/empty-cart.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/empty-cart.html	(from https://eduport.webestica.com/rtl/)
09:53:32	38699/38699	---M-Z	200	added ('OK')	text/html	etag:%22972b-664db14c-1aa9ddfa1233929;gz%22	https://eduport.webestica.com/rtl/wishlist.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/wishlist.html	(from https://eduport.webestica.com/rtl/)
09:53:32	32099/32099	---M-Z	200	added ('OK')	text/html	etag:%227d63-664db15e-1ee568f88d9cfd85;gz%22	https://eduport.webestica.com/rtl/help-center.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/help-center.html	(from https://eduport.webestica.com/rtl/)
09:53:33	33617/33617	---M-Z	200	added ('OK')	text/html	etag:%228351-664db15e-bab045b68f55307f;gz%22	https://eduport.webestica.com/rtl/help-center-detail.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/help-center-detail.html	(from https://eduport.webestica.com/rtl/)
09:53:33	47565/47565	---M-Z	200	added ('OK')	text/html	etag:%22b9cd-664db15d-7d3dd4bf5f6ce00c;gz%22	https://eduport.webestica.com/rtl/faq.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/faq.html	(from https://eduport.webestica.com/rtl/)
09:53:33	8256/8256	---M-Z	200	added ('OK')	text/html	etag:%222040-664db147-e6384eb334cb3faf;gz%22	https://eduport.webestica.com/rtl/sign-in.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/sign-in.html	(from https://eduport.webestica.com/rtl/)
09:53:34	8337/8337	---M-Z	200	added ('OK')	text/html	etag:%222091-664db148-762aee14334235e2;gz%22	https://eduport.webestica.com/rtl/sign-up.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/sign-up.html	(from https://eduport.webestica.com/rtl/)
09:53:34	6204/6204	---M-Z	200	added ('OK')	text/html	etag:%22183c-664db15e-dea2795f530329f1;gz%22	https://eduport.webestica.com/rtl/forgot-password.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/forgot-password.html	(from https://eduport.webestica.com/rtl/)
09:53:34	40491/40491	---M-Z	200	added ('OK')	text/html	etag:%229e2b-664db16c-eabdeb17bec0bf3;gz%22	https://eduport.webestica.com/rtl/request-demo.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/request-demo.html	(from https://eduport.webestica.com/rtl/)
09:53:34	41325/41325	---M-Z	200	added ('OK')	text/html	etag:%22a16d-664db155-8fa89825a0e137fc;gz%22	https://eduport.webestica.com/rtl/book-class.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/book-class.html	(from https://eduport.webestica.com/rtl/)
09:53:35	18765/18765	---M-Z	200	added ('OK')	text/html	etag:%22494d-664db16b-7c31dc240ae65be6;gz%22	https://eduport.webestica.com/rtl/request-access.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/request-access.html	(from https://eduport.webestica.com/rtl/)
09:53:35	33156/33156	---M-Z	200	added ('OK')	text/html	etag:%228184-664db14b-59a4aea8d13603d2;gz%22	https://eduport.webestica.com/rtl/university-admission-form.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/university-admission-form.html	(from https://eduport.webestica.com/rtl/)
09:53:36	30437/30437	---M-Z	200	added ('OK')	text/html	etag:%2276e5-664db15c-527b29d7345cdb35;gz%22	https://eduport.webestica.com/rtl/error-404.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/error-404.html	(from https://eduport.webestica.com/rtl/)
09:53:36	6842/6842	---M-Z	200	added ('OK')	text/html	etag:%221aba-664db156-19161439c07017ae;gz%22	https://eduport.webestica.com/rtl/coming-soon.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/coming-soon.html	(from https://eduport.webestica.com/rtl/)
09:53:36	42069/42069	---M-Z	200	added ('OK')	text/html	etag:%22a455-664db164-694f980fac4b1e5c;gz%22	https://eduport.webestica.com/rtl/instructor-dashboard.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-dashboard.html	(from https://eduport.webestica.com/rtl/)
09:53:37	45552/45552	---M-Z	200	added ('OK')	text/html	etag:%22b1f0-664db168-f5a6b20a60e1a9;gz%22	https://eduport.webestica.com/rtl/instructor-manage-course.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-manage-course.html	(from https://eduport.webestica.com/rtl/)
09:53:37	59906/59906	---M-Z	200	added ('OK')	text/html	etag:%22ea02-664db164-6af528a05f02bc38;gz%22	https://eduport.webestica.com/rtl/instructor-create-course.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-create-course.html	(from https://eduport.webestica.com/rtl/)
09:53:37	35113/35113	---M-Z	200	added ('OK')	text/html	etag:%228929-664db156-85567e85d93c0141;gz%22	https://eduport.webestica.com/rtl/course-added.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/course-added.html	(from https://eduport.webestica.com/rtl/)
09:53:37	50820/50820	---M-Z	200	added ('OK')	text/html	etag:%22c684-664db168-243ffa81ec4e8b1f;gz%22	https://eduport.webestica.com/rtl/instructor-quiz.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-quiz.html	(from https://eduport.webestica.com/rtl/)
09:53:38	34264/34264	---M-Z	200	added ('OK')	text/html	etag:%2285d8-664db165-77d7894d09f163df;gz%22	https://eduport.webestica.com/rtl/instructor-earning.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-earning.html	(from https://eduport.webestica.com/rtl/)
09:53:38	45017/45017	---M-Z	200	added ('OK')	text/html	etag:%22afd9-664db16a-fd222450341ccdf1;gz%22	https://eduport.webestica.com/rtl/instructor-studentlist.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-studentlist.html	(from https://eduport.webestica.com/rtl/)
09:53:38	37824/37824	---M-Z	200	added ('OK')	text/html	etag:%2293c0-664db167-caa77c9da37505d8;gz%22	https://eduport.webestica.com/rtl/instructor-order.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-order.html	(from https://eduport.webestica.com/rtl/)
09:53:39	42528/42528	---M-Z	200	added ('OK')	text/html	etag:%22a620-664db169-159e38b0dd5f84bc;gz%22	https://eduport.webestica.com/rtl/instructor-review.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-review.html	(from https://eduport.webestica.com/rtl/)
09:53:39	43779/43779	---M-Z	200	added ('OK')	text/html	etag:%22ab03-664db168-c6275f45999a4bfd;gz%22	https://eduport.webestica.com/rtl/instructor-payout.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-payout.html	(from https://eduport.webestica.com/rtl/)
09:53:39	43625/43625	---M-Z	200	added ('OK')	text/html	etag:%22aa69-664db149-631ebed062db1588;gz%22	https://eduport.webestica.com/rtl/student-dashboard.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/student-dashboard.html	(from https://eduport.webestica.com/rtl/)
09:53:39	34695/34695	---M-Z	200	added ('OK')	text/html	etag:%228787-664db14b-2fef33caa42a0b9;gz%22	https://eduport.webestica.com/rtl/student-subscription.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/student-subscription.html	(from https://eduport.webestica.com/rtl/)
09:53:40	41796/41796	---M-Z	200	added ('OK')	text/html	etag:%22a344-664db148-b39f285ee747c393;gz%22	https://eduport.webestica.com/rtl/student-course-list.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/student-course-list.html	(from https://eduport.webestica.com/rtl/)
09:53:40	59700/59700	---M-Z	200	added ('OK')	text/html	etag:%22e934-664db149-4479b00b733a9a22;gz%22	https://eduport.webestica.com/rtl/student-course-resume.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/student-course-resume.html	(from https://eduport.webestica.com/rtl/)
09:53:40	46044/46044	---M-Z	200	added ('OK')	text/html	etag:%22b3dc-664db14a-455d8d6b315207a5;gz%22	https://eduport.webestica.com/rtl/student-quiz.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/student-quiz.html	(from https://eduport.webestica.com/rtl/)
09:53:41	47507/47507	---M-Z	200	added ('OK')	text/html	etag:%22b993-664db14a-b6f6743dc7079744;gz%22	https://eduport.webestica.com/rtl/student-payment-info.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/student-payment-info.html	(from https://eduport.webestica.com/rtl/)
09:53:41	43342/43342	---M-Z	200	added ('OK')	text/html	etag:%22a94e-664db148-2f72b05cced56b7c;gz%22	https://eduport.webestica.com/rtl/student-bookmark.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/student-bookmark.html	(from https://eduport.webestica.com/rtl/)
09:53:41	38535/38535	---M-Z	200	added ('OK')	text/html	etag:%229687-664db14e-ef8f81b33fcaa40f;gz%22	https://eduport.webestica.com/rtl/admin-dashboard.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/admin-dashboard.html	(from https://eduport.webestica.com/rtl/)
09:53:41	41315/41315	---M-Z	200	added ('OK')	text/html	etag:%22a163-664db166-a5ba3bccf0cda98f;gz%22	https://eduport.webestica.com/rtl/instructor-edit-profile.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-edit-profile.html	(from https://eduport.webestica.com/rtl/)
09:53:42	33353/33353	---M-Z	200	added ('OK')	text/html	etag:%228249-664db169-8847601fbe30b873;gz%22	https://eduport.webestica.com/rtl/instructor-setting.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-setting.html	(from https://eduport.webestica.com/rtl/)
09:53:42	31664/31664	---M-Z	200	added ('OK')	text/html	etag:%227bb0-664db165-7f96723a860413cb;gz%22	https://eduport.webestica.com/rtl/instructor-delete-account.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/instructor-delete-account.html	(from https://eduport.webestica.com/rtl/)
09:53:42	16945/16945	---M-Z	200	added ('OK')	image/svg+xml	etag:%224231-664dab30-cdeadd1a1909b646;gz%22	https://eduport.webestica.com/rtl/assets/images/element/14.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/element/14.svg	(from https://eduport.webestica.com/rtl/)
09:53:43	10322/10322	---M-Z	200	added ('OK')	image/svg+xml	etag:%222852-664dab20-2dad464e9cf6a0ae;gz%22	https://eduport.webestica.com/rtl/assets/images/client/google-play.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/client/google-play.svg	(from https://eduport.webestica.com/rtl/)
09:53:43	7973/7973	---M-Z	200	added ('OK')	image/svg+xml	etag:%221f25-664dab1e-c1e6cb4f78536a15;gz%22	https://eduport.webestica.com/rtl/assets/images/client/app-store.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/client/app-store.svg	(from https://eduport.webestica.com/rtl/)
09:53:44	12522/12522	---M-Z	200	added ('OK')	text/html	etag:%2230ea-664dac8c-93eec6ce208f4893;gz%22	https://eduport.webestica.com/rtl/docs/index.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/docs/index.html	(from https://eduport.webestica.com/rtl/)
09:53:44	43532/43532	---M--	200	added ('OK')	image/jpeg	etag:%22aa0c-664dab0d-86efb99aa1f64c33;;;%22	https://eduport.webestica.com/rtl/assets/images/avatar/09.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/avatar/09.jpg	(from https://eduport.webestica.com/rtl/)
09:53:45	17852/17852	---M-Z	200	added ('OK')	text/html	etag:%2245bc-664dac86-32c1e109acdf8803;gz%22	https://eduport.webestica.com/rtl/docs/alerts.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/docs/alerts.html	(from https://eduport.webestica.com/rtl/)
09:53:45	7977/7977	---M-Z	200	added ('OK')	text/html	etag:%221f29-664dac98-f196e7bf75965cb6;gz%22	https://eduport.webestica.com/rtl/docs/snippets.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/docs/snippets.html	(from https://eduport.webestica.com/rtl/)
09:53:46	28433/28433	---M--	200	added ('OK')	image/jpeg	etag:%226f11-664dab0a-9a952712d607b917;;;%22	https://eduport.webestica.com/rtl/assets/images/avatar/01.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/avatar/01.jpg	(from https://eduport.webestica.com/rtl/)
09:53:46	3417/3417	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d59-664dab23-a35c9f73a5e74bac;gz%22	https://eduport.webestica.com/rtl/assets/images/client/science.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/client/science.svg	(from https://eduport.webestica.com/rtl/)
09:53:46	800/800	---M-Z	200	added ('OK')	image/svg+xml	etag:%22320-664dab1e-70613faf5dbae9b8;gz%22	https://eduport.webestica.com/rtl/assets/images/client/angular.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/client/angular.svg	(from https://eduport.webestica.com/rtl/)
09:53:46	1029/1029	---M-Z	200	added ('OK')	image/svg+xml	etag:%22405-664dab1f-5d078894b8be91da;gz%22	https://eduport.webestica.com/rtl/assets/images/client/figma.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/client/figma.svg	(from https://eduport.webestica.com/rtl/)
09:53:47	26090/26090	---M--	200	added ('OK')	image/jpeg	etag:%2265ea-664dab0a-942ed8d542c7bdd7;;;%22	https://eduport.webestica.com/rtl/assets/images/avatar/02.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/avatar/02.jpg	(from https://eduport.webestica.com/rtl/)
09:53:48	91943/91943	---M--	200	added ('OK')	image/png	etag:%2216727-664dab61-56af0cbe2224c13e;;;%22	https://eduport.webestica.com/rtl/assets/images/pattern/01.png	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/pattern/01.png	(from https://eduport.webestica.com/rtl/)
09:53:48	31275/31275	---M--	200	added ('OK')	image/jpeg	etag:%227a2b-664dab0b-a759672f33c2ae32;;;%22	https://eduport.webestica.com/rtl/assets/images/avatar/03.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/avatar/03.jpg	(from https://eduport.webestica.com/rtl/)
09:53:49	25185/25185	---M--	200	added ('OK')	image/jpeg	etag:%226261-664dab0b-2de686af4d6e6f10;;;%22	https://eduport.webestica.com/rtl/assets/images/avatar/04.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/avatar/04.jpg	(from https://eduport.webestica.com/rtl/)
09:53:49	22265/22265	---M--	200	added ('OK')	image/jpeg	etag:%2256f9-664dabfc-502205bd84461268;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/08.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/08.jpg	(from https://eduport.webestica.com/rtl/)
09:53:49	29734/29734	---M--	200	added ('OK')	image/jpeg	etag:%227426-664dabf9-293a3227b11bfc95;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/02.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/02.jpg	(from https://eduport.webestica.com/rtl/)
09:53:49	22311/22311	---M--	200	added ('OK')	image/jpeg	etag:%225727-664dabfa-9ee421f7fbd52b4;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/03.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/03.jpg	(from https://eduport.webestica.com/rtl/)
09:53:50	23003/23003	---M--	200	added ('OK')	image/jpeg	etag:%2259db-664dabfc-af0db1974a0bf91d;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/07.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/07.jpg	(from https://eduport.webestica.com/rtl/)
09:53:50	380311/380311	---M--	200	added ('OK')	image/png	etag:%225cd97-664dab2d-325cfdcb5b65b161;;;%22	https://eduport.webestica.com/rtl/assets/images/element/07.png	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/element/07.png	(from https://eduport.webestica.com/rtl/)
09:53:50	21301/21301	---M--	200	added ('OK')	image/jpeg	etag:%225335-664dabfd-63faccc04a697c2;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/12.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/12.jpg	(from https://eduport.webestica.com/rtl/)
09:53:50	22287/22287	---M--	200	added ('OK')	image/jpeg	etag:%22570f-664dabfa-35065a0291270a31;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/04.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/04.jpg	(from https://eduport.webestica.com/rtl/)
09:53:50	18243/18243	---M--	200	added ('OK')	image/jpeg	etag:%224743-664dabfd-832f54e5566a3198;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/11.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/11.jpg	(from https://eduport.webestica.com/rtl/)
09:53:50	18474/18474	---M--	200	added ('OK')	image/jpeg	etag:%22482a-664dabfc-f72b1be5b76a36b;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/09.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/09.jpg	(from https://eduport.webestica.com/rtl/)
09:53:51	24646/24646	---M--	200	added ('OK')	image/jpeg	etag:%226046-664dabfb-186111c6abcf913b;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/05.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/05.jpg	(from https://eduport.webestica.com/rtl/)
09:53:51	23848/23848	---M--	200	added ('OK')	image/jpeg	etag:%225d28-664dabfb-f7a7cdafb8237fdb;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/06.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/06.jpg	(from https://eduport.webestica.com/rtl/)
09:53:51	15165/15165	---M--	200	added ('OK')	image/jpeg	etag:%223b3d-664dabfc-6b9c0c3cf0084f71;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/10.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/10.jpg	(from https://eduport.webestica.com/rtl/)
09:53:52	19975/19975	---M--	200	added ('OK')	image/jpeg	etag:%224e07-664dabfe-b1a05ae44a9932ba;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/13.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/13.jpg	(from https://eduport.webestica.com/rtl/)
09:53:52	25064/25064	---M--	200	added ('OK')	image/jpeg	etag:%2261e8-664dabf9-be7f757df6224d3c;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/01.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/01.jpg	(from https://eduport.webestica.com/rtl/)
09:53:52	65910/65910	---M--	200	added ('OK')	image/jpeg	etag:%2210176-664dabfe-b409139b9ef0e969;;;%22	https://eduport.webestica.com/rtl/assets/images/courses/4by3/14.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/courses/4by3/14.jpg	(from https://eduport.webestica.com/rtl/)
09:53:53	29167/29167	---M--	200	added ('OK')	image/jpeg	etag:%2271ef-664dab0d-9ab7809b06e62133;;;%22	https://eduport.webestica.com/rtl/assets/images/avatar/10.jpg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/rtl/assets/images/avatar/10.jpg	(from https://eduport.webestica.com/rtl/)
