date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:50:33	684/684	---MCZ	200	added ('OK')	text/plain	date:Mon,%2027%20Jan%202020%2022:48:07%20GMT	https://themes.getbootstrap.com/robots.txt		(from )
09:50:33	16594/16594	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2001:17:14%20GMT	https://themes.getbootstrap.com/preview/?theme_id=103332	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/preview/indexea11.html	(from )
09:50:34	5842/5842	---MC-	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2003:20:33%20GMT	https://gmpg.org/xfn/11	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/gmpg.org/xfn/11.html	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:34	6373/6373	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/apple-touch-icon.png	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/apple-touch-icon.png	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:34	1195/1195	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-32x32.png	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-32x32.png	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:34	598/598	---M--	200	added ('OK')	image/png	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-16x16.png	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/images/fav/favicon-16x16.png	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:34	41467/41467	---MCZ	200	added ('OK')	text/css	date:Wed,%2004%20Jan%202023%2020:06:20%20GMT	https://themes.getbootstrap.com/wp-includes/css/dist/block-library/style.min.css?ver=5.3	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-includes/css/dist/block-library/style.minde54.css	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:35	30440/30440	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2022:48:09%20GMT	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style.css?ver=2.4.5	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/style747d.css	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:35	0/0	---MCZ	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2001:18:50%20GMT	https://themes.getbootstrap.com/preview/	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/preview/index.html	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:35	16542/16542	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2022:48:08%20GMT	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=3.8.1	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-layout7e2e.css	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:35	6758/6758	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2022:48:08%20GMT	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=3.8.1	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen7e2e.css	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:36	62669/62669	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2022:48:08%20GMT	https://themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=3.8.1	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/plugins/woocommerce/assets/css/woocommerce7e2e.css	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:36	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jul%202024%2003:20:35%20GMT	http://s.w.org/	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/s.w.org/index.html	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:36	31047/31047	---MCZ	200	added ('OK')	text/css	date:Mon,%2027%20Jan%202020%2022:48:08%20GMT	https://themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/font-awesome/font-awesome.min.css?ver=2.9.27	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/plugins/dokan-lite/assets/vendors/font-awesome/font-awesome.min3b90.css	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:36	23314/23314	---MCZ	200	added ('OK')	text/css	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/dokan/assets/css/skins/purple.css	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/dokan/assets/css/skins/purple.css	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:36	96873/96873	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2004%20Jan%202023%2020:06:20%20GMT	https://themes.getbootstrap.com/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-includes/js/jquery/jquery4a5f.js	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:36	10056/10056	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2004%20Jan%202023%2020:06:20%20GMT	https://themes.getbootstrap.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-includes/js/jquery/jquery-migrate.min330a.js	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:37	419559/419559	---MCZ	200	added ('OK')	text/css	date:Wed,%2027%20May%202020%2020:33:24%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/style.css?ver=1590611604	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/style94c8.css	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:37	213390/213390	---MC-	200	added ('OK')	application/javascript	date:Tue,%2016%20Jul%202024%2003:00:00%20GMT	https://www.googletagmanager.com/gtag/js?id=UA-67613229-3	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/www.googletagmanager.com/gtag/jsfa6d	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:37	150283/150283	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/Chart.min.js	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/Chart.min.js	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:38	201572/201572	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/Chart.bundle.min.js	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/Chart.bundle.min.js	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:38	24989/24989	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/tether.min.js	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/tether.min.js	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:38	19196/19196	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/popper.min.js	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/popper.min.js	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:39	51143/51143	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/bootstrap.min.js	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/bootstrap.min.js	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:39	7235/7235	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2027%20Jan%202020%2022:48:09%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/lazysizes.min.js	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/lazysizes.min.js	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:39	155527/155527	---M-Z	200	added ('OK')	text/html	etag:%2225f87-664da921-4d94af063271e319;gz%22	https://eduport.webestica.com/	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index.html	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:39	2359/2359	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2004%20Dec%202022%2017:04:36%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/scripts.js?ver=1670173476	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/javascript/scriptsee95.js	(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:40	25/25	---M--	200	added ('OK')	text/plain	etag:%227f564a4-19-3ef0a6a1b08c0%22	https://gmpg.org/robots.txt		(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:40	2067/2067	---M--	200	added ('OK')	text/css	etag:%2264e18331-813-3ef0a663b3680%22	https://gmpg.org/xfn/default.css	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/gmpg.org/xfn/default.css	(from https://gmpg.org/xfn/11)
09:50:41	4170/4170	---MC-	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2003:20:39%20GMT	https://gmpg.org/xfn/.	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/gmpg.org/xfn/.html	(from https://gmpg.org/xfn/11)
09:50:42	16269/16269	---MC-	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2003:20:40%20GMT	https://gmpg.org/xfn/intro	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/gmpg.org/xfn/intro.html	(from https://gmpg.org/xfn/11)
09:50:42	7342/7342	---MC-	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2003:20:41%20GMT	https://gmpg.org/xfn/faq	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/gmpg.org/xfn/faq.html	(from https://gmpg.org/xfn/11)
09:50:42	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2016%20Jul%202024%2003:20:41%20GMT	http://s.w.org/robots.txt		(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:43	3789/3789	---MC-	200	added ('OK')	text/html	date:Tue,%2016%20Jul%202024%2003:20:41%20GMT	https://gmpg.org/xfn/thanks	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/gmpg.org/xfn/thanks.html	(from https://gmpg.org/xfn/11)
09:50:43	9136/9136	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/fonts/fontello/bootstrap-themes.eot?52209345	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/fonts/fontello/bootstrap-themesc000.eot	(from https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/style.css?ver=1590611604)
09:50:43	4660/4660	---M--	200	added ('OK')	application/font-woff2	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/fonts/fontello/bootstrap-themes.woff2?52209345	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/fonts/fontello/bootstrap-themesc000.woff2	(from https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/style.css?ver=1590611604)
09:50:43	5608/5608	---MCZ	200	added ('OK')	application/font-woff	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/fonts/fontello/bootstrap-themes.woff?52209345	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/fonts/fontello/bootstrap-themesc000.woff	(from https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/style.css?ver=1590611604)
09:50:44	8936/8936	---MCZ	200	added ('OK')	application/x-font-ttf	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/fonts/fontello/bootstrap-themes.ttf?52209345	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/fonts/fontello/bootstrap-themesc000.ttf	(from https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/style.css?ver=1590611604)
09:50:44	6660/6660	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2012%20Dec%202019%2015:26:55%20GMT	https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/fonts/fontello/bootstrap-themes.svg?52209345	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/assets/fonts/fontello/bootstrap-themesc000.svg	(from https://themes.getbootstrap.com/wp-content/themes/bootstrap-marketplace/style.css?ver=1590611604)
09:50:44	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2016%20Jul%202024%2003:20:43%20GMT	https://www.googletagmanager.com/robots.txt		(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:45	1159/1159	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d2431a6-50feec996f3111d7;gz%22	https://eduport.webestica.com/robots.txt		(from https://themes.getbootstrap.com/preview/?theme_id=103332)
09:50:46	1150/1150	---M-Z	200	added ('OK')	image/x-icon	etag:%2247e-664daa33-43f3a8f73a1f5aea;gz%22	https://eduport.webestica.com/assets/images/favicon.ico	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/images/favicon.ico	(from https://eduport.webestica.com/)
09:50:46	59305/59305	---M-Z	200	added ('OK')	text/css	etag:%22e7a9-664da9f2-50025074c6593bc3;gz%22	https://eduport.webestica.com/assets/vendor/font-awesome/css/all.min.css	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/vendor/font-awesome/css/all.min.css	(from https://eduport.webestica.com/)
09:50:46	98255/98255	---M-Z	200	added ('OK')	text/css	etag:%2217fcf-664da9c8-984965895548bc66;gz%22	https://eduport.webestica.com/assets/vendor/bootstrap-icons/bootstrap-icons.css	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/vendor/bootstrap-icons/bootstrap-icons.css	(from https://eduport.webestica.com/)
09:50:46	2123/2123	---M-Z	200	added ('OK')	text/css	etag:%2284b-664da9d2-177878ab5ec5938e;gz%22	https://eduport.webestica.com/assets/vendor/tiny-slider/tiny-slider.css	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/vendor/tiny-slider/tiny-slider.css	(from https://eduport.webestica.com/)
09:50:47	17286/17286	---M-Z	200	added ('OK')	text/css	etag:%224386-664daa01-fd4fdb8ec51a68c1;gz%22	https://eduport.webestica.com/assets/vendor/glightbox/css/glightbox.css	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/vendor/glightbox/css/glightbox.css	(from https://eduport.webestica.com/)
09:50:48	277583/277583	---MC-	200	added ('OK')	application/javascript	date:Tue,%2016%20Jul%202024%2003:20:47%20GMT	https://www.googletagmanager.com/gtag/js?id=G-7N7LGGGWT1	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/www.googletagmanager.com/gtag/js9520	(from https://eduport.webestica.com/)
09:50:48	543599/543599	---M-Z	200	added ('OK')	text/css	etag:%2284b6f-664daa31-5dbe316c4a20787c;gz%22	https://eduport.webestica.com/assets/css/style.css	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/css/style.css	(from https://eduport.webestica.com/)
09:50:48	155527/155527	---M-Z	200	added ('OK')	text/html	etag:%2225f87-664da921-4d94af063271e319;gz%22	https://eduport.webestica.com/index.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index-2.html	(from https://eduport.webestica.com/)
09:50:49	8251/8251	---M-Z	200	added ('OK')	image/svg+xml	etag:%22203b-664daa34-22cb093b58e555ca;gz%22	https://eduport.webestica.com/assets/images/logo.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/images/logo.svg	(from https://eduport.webestica.com/)
09:50:49	8235/8235	---M-Z	200	added ('OK')	image/svg+xml	etag:%22202b-664daa33-ae9ab6d6fc0ba2da;gz%22	https://eduport.webestica.com/assets/images/logo-light.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/images/logo-light.svg	(from https://eduport.webestica.com/)
09:50:49	25076/25076	---M-Z	200	added ('OK')	image/svg+xml	etag:%2261f4-664daa5d-614c2eae80c11cbb;gz%22	https://eduport.webestica.com/assets/images/client/uni-logo-01.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/images/client/uni-logo-01.svg	(from https://eduport.webestica.com/)
09:50:50	19830/19830	---M-Z	200	added ('OK')	image/svg+xml	etag:%224d76-664daa5e-93dfa7b7f7024400;gz%22	https://eduport.webestica.com/assets/images/client/uni-logo-02.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/images/client/uni-logo-02.svg	(from https://eduport.webestica.com/)
09:50:50	73235/73235	---M-Z	200	added ('OK')	image/svg+xml	etag:%2211e13-664daa5e-c32af1aeaff106eb;gz%22	https://eduport.webestica.com/assets/images/client/uni-logo-03.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/images/client/uni-logo-03.svg	(from https://eduport.webestica.com/)
09:50:50	3972/3972	---M-Z	200	added ('OK')	image/svg+xml	etag:%22f84-664daa5e-225c61599ef8497f;gz%22	https://eduport.webestica.com/assets/images/client/uni-logo-04.svg	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/images/client/uni-logo-04.svg	(from https://eduport.webestica.com/)
09:50:50	11168/11168	---M--	200	added ('OK')	image/png	etag:%222ba0-664daa99-e18dcab2a70bdc3a;;;%22	https://eduport.webestica.com/assets/images/pattern/05.png	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/assets/images/pattern/05.png	(from https://eduport.webestica.com/)
09:50:51	63492/63492	---M-Z	200	added ('OK')	text/html	etag:%22f804-664da921-ba85d04dc5b6ea62;gz%22	https://eduport.webestica.com/index-2.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index-3.html	(from https://eduport.webestica.com/)
09:50:51	95742/95742	---M-Z	200	added ('OK')	text/html	etag:%22175fe-664da921-4a674cc9c82b430d;gz%22	https://eduport.webestica.com/index-3.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index-4.html	(from https://eduport.webestica.com/)
09:50:51	76148/76148	---M-Z	200	added ('OK')	text/html	etag:%2212974-664da922-5903a8e77d61f8b2;gz%22	https://eduport.webestica.com/index-4.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index-5.html	(from https://eduport.webestica.com/)
09:50:52	73310/73310	---M-Z	200	added ('OK')	text/html	etag:%2211e5e-664da922-1d2739afddae36a6;gz%22	https://eduport.webestica.com/index-5.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index-6.html	(from https://eduport.webestica.com/)
09:50:52	103338/103338	---M-Z	200	added ('OK')	text/html	etag:%22193aa-664da923-2e512b09ed381e7b;gz%22	https://eduport.webestica.com/index-6.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index-7.html	(from https://eduport.webestica.com/)
09:50:52	30732/30732	---M-Z	200	added ('OK')	text/html	etag:%22780c-664da923-503481e3b2d3576e;gz%22	https://eduport.webestica.com/index-7.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index-8.html	(from https://eduport.webestica.com/)
09:50:52	64095/64095	---M-Z	200	added ('OK')	text/html	etag:%22fa5f-664da924-36311b8cd8df6ef7;gz%22	https://eduport.webestica.com/index-8.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index-9.html	(from https://eduport.webestica.com/)
09:50:53	85895/85895	---M-Z	200	added ('OK')	text/html	etag:%2214f87-664da924-1f98014cc272ed6d;gz%22	https://eduport.webestica.com/index-9.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index-10.html	(from https://eduport.webestica.com/)
09:50:53	84288/84288	---M-Z	200	added ('OK')	text/html	etag:%2214940-664da925-4a3713544dffbf99;gz%22	https://eduport.webestica.com/index-10.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index-11.html	(from https://eduport.webestica.com/)
09:50:53	64104/64104	---M-Z	200	added ('OK')	text/html	etag:%22fa68-664da925-74fb2d204760d6b9;gz%22	https://eduport.webestica.com/index-11.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/index-12.html	(from https://eduport.webestica.com/)
09:50:54	43901/43901	---M-Z	200	added ('OK')	text/html	etag:%22ab7d-664da919-ea716e11e5bac6df;gz%22	https://eduport.webestica.com/course-categories.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/course-categories.html	(from https://eduport.webestica.com/)
09:50:54	62789/62789	---M-Z	200	added ('OK')	text/html	etag:%22f545-664da91b-d8af85e90a520a4e;gz%22	https://eduport.webestica.com/course-grid.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/course-grid.html	(from https://eduport.webestica.com/)
09:50:54	58488/58488	---M-Z	200	added ('OK')	text/html	etag:%22e478-664da91c-4c314c89060a4686;gz%22	https://eduport.webestica.com/course-grid-2.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/course-grid-2.html	(from https://eduport.webestica.com/)
09:50:55	54632/54632	---M-Z	200	added ('OK')	text/html	etag:%22d568-664da91c-76900988b7f74601;gz%22	https://eduport.webestica.com/course-list.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/course-list.html	(from https://eduport.webestica.com/)
09:50:55	54486/54486	---M-Z	200	added ('OK')	text/html	etag:%22d4d6-664da91c-dcdc1185cf98dd69;gz%22	https://eduport.webestica.com/course-list-2.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/course-list-2.html	(from https://eduport.webestica.com/)
09:50:55	123627/123627	---M-Z	200	added ('OK')	text/html	etag:%221e2eb-664da919-3fca1a2c1e4e70d7;gz%22	https://eduport.webestica.com/course-detail.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/course-detail.html	(from https://eduport.webestica.com/)
09:50:56	96001/96001	---M-Z	200	added ('OK')	text/html	etag:%2217701-664da91a-f9c3cb4e21c7ce4c;gz%22	https://eduport.webestica.com/course-detail-min.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/course-detail-min.html	(from https://eduport.webestica.com/)
09:50:56	60015/60015	---M-Z	200	added ('OK')	text/html	etag:%22ea6f-664da91a-ea136397db8ad4cd;gz%22	https://eduport.webestica.com/course-detail-adv.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/course-detail-adv.html	(from https://eduport.webestica.com/)
09:50:56	70574/70574	---M-Z	200	added ('OK')	text/html	etag:%22113ae-664da91b-1594661f8fea49e9;gz%22	https://eduport.webestica.com/course-detail-module.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/course-detail-module.html	(from https://eduport.webestica.com/)
09:50:56	33111/33111	---M-Z	200	added ('OK')	text/html	etag:%228157-664da91d-3ae98eb041f697ff;gz%22	https://eduport.webestica.com/course-video-player.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/course-video-player.html	(from https://eduport.webestica.com/)
09:50:57	65572/65572	---M-Z	200	added ('OK')	text/html	etag:%2210024-664da90e-3b9ad2108d13ab2b;gz%22	https://eduport.webestica.com/about.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/about.html	(from https://eduport.webestica.com/)
09:50:57	36091/36091	---M-Z	200	added ('OK')	text/html	etag:%228cfb-664da918-89b7d68b58224040;gz%22	https://eduport.webestica.com/contact-us.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/contact-us.html	(from https://eduport.webestica.com/)
09:50:57	43970/43970	---M-Z	200	added ('OK')	text/html	etag:%22abc2-664da915-c774865f4f2b3f88;gz%22	https://eduport.webestica.com/blog-grid.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/blog-grid.html	(from https://eduport.webestica.com/)
09:50:58	41096/41096	---M-Z	200	added ('OK')	text/html	etag:%22a088-664da916-34f184b63376297c;gz%22	https://eduport.webestica.com/blog-masonry.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/blog-masonry.html	(from https://eduport.webestica.com/)
09:50:58	47398/47398	---M-Z	200	added ('OK')	text/html	etag:%22b926-664da915-7397201ab8347afa;gz%22	https://eduport.webestica.com/blog-detail.html	C:/Users/DELL/Desktop/Web%20Project/TestDownloadWeb/eduport.webestica.com/blog-detail.html	(from https://eduport.webestica.com/)
